1.7295E9	0.992
1.7295E9	1
1.7295E9	1.012
1.7295E9	1.017
1.7295E9	1.023
1.7295E9	1.032
1.7295E9	1.037
1.7295E9	1.043
1.7295E9	1.046
1.7295E9	1.051
1.7295E9	1.056
1.7295E9	1.06
1.7295E9	1.065
1.7295E9	1.069
1.7295E9	1.075
1.7295E9	1.079
1.7295E9	1.084
1.7295E9	1.089
1.7295E9	1.093
1.7295E9	1.097
1.7295E9	1.101
1.7295E9	1.106
1.7295E9	1.109
1.7295E9	1.113
1.7295E9	1.117
1.7295E9	1.124
1.7295E9	1.139
1.7295E9	1.148
1.7295E9	1.156
1.7295E9	1.175
1.7295E9	1.19
1.7295E9	1.203
1.7295E9	1.207
1.7295E9	1.213
1.7295E9	1.219
1.7295E9	1.223
1.7295E9	1.228
1.7295E9	1.237
1.7295E9	1.242
1.7295E9	1.246
1.7295E9	1.253
1.7295E9	1.254
1.7295E9	1.257
1.7295E9	1.262
1.7295E9	1.265
1.7295E9	1.353
1.7295E9	1.345
1.7295E9	1.343
1.7295E9	1.342
1.7295E9	1.345
1.7295E9	1.348
1.7295E9	1.352
1.7295E9	1.355
1.7295E9	1.374
1.7295E9	1.392
1.7295E9	1.39
1.7295E9	1.392
1.7295E9	1.393
1.7295E9	1.394
1.7295E9	1.404
1.7295E9	1.4
1.7295E9	1.421
1.7295E9	1.426
1.7295E9	1.43
1.7295E9	1.429
1.7295E9	1.437
1.7295E9	1.439
1.7295E9	1.44
1.7295E9	1.444
1.7295E9	1.447
1.7295E9	1.452
1.7295E9	1.458
1.7295E9	1.461
1.7295E9	1.468
1.7295E9	1.472
1.7295E9	1.473
1.7295E9	1.476
1.7295E9	1.479
1.7295E9	1.481
1.7295E9	1.482
1.7295E9	1.485
1.7295E9	1.488
1.7295E9	1.489
1.7295E9	1.494
1.7295E9	1.498
1.7295E9	1.508
1.7295E9	1.515
1.7295E9	1.506
1.7295E9	1.506
1.7295E9	1.509
1.7295E9	1.513
1.7295E9	1.509
1.7295E9	1.517
1.7295E9	1.518
1.7295E9	1.521
1.7295E9	1.521
1.7295E9	1.527
1.7295E9	1.524
1.7295E9	1.534
1.7295E9	1.53
1.7295E9	1.533
1.7295E9	1.535
1.7295E9	1.536
1.7295E9	1.542
1.7295E9	1.539
1.7295E9	1.541
1.7295E9	1.514
1.7295E9	1.53
1.7295E9	1.531
1.7295E9	1.53
1.7295E9	1.532
1.7295E9	1.535
1.7295E9	1.535
1.7295E9	1.535
1.7295E9	1.536
1.7295E9	1.541
1.7295E9	1.548
1.7295E9	1.589
1.7295E9	1.589
1.7295E9	1.591
1.7295E9	1.598
1.7295E9	1.609
1.7295E9	1.61
1.7295E9	1.611
1.7295E9	1.613
1.7295E9	1.615
1.7295E9	1.614
1.7295E9	1.617
1.7295E9	1.617
1.7295E9	1.622
1.7295E9	1.62
1.7295E9	1.626
1.7295E9	1.623
1.7295E9	1.624
1.7295E9	1.487
1.7295E9	1.526
1.7295E9	1.514
1.7295E9	1.515
1.7295E9	1.506
1.7295E9	1.529
1.7295E9	1.511
1.7295E9	1.491
1.7295E9	1.467
1.7295E9	1.296
1.7295E9	1.341
1.7295E9	1.356
1.7295E9	1.362
1.7295E9	1.323
1.7295E9	1.347
1.7295E9	1.325
1.7295E9	1.346
1.7295E9	1.384
1.7295E9	1.422
1.7295E9	1.377
1.7295E9	1.409
1.7295E9	1.383
1.7295E9	1.369
1.7295E9	1.39
1.7295E9	1.369
1.7295E9	1.276
1.7295E9	1.319
1.7295E9	1.457
1.7295E9	1.466
1.7295E9	1.388
1.7295E9	1.411
1.7295E9	1.375
1.7295E9	1.425
1.7295E9	1.461
1.7295E9	1.459
1.7295E9	1.462
1.7295E9	1.444
1.7295E9	1.455
1.7295E9	1.444
1.7295E9	1.448
1.7295E9	1.453
1.7295E9	1.421
1.7295E9	1.469
1.7295E9	1.449
1.7295E9	1.438
1.7295E9	1.459
1.7295E9	1.438
1.7295E9	1.465
1.7295E9	1.457
1.7295E9	1.463
1.7295E9	1.466
1.7295E9	1.44
1.7295E9	1.448
1.7295E9	1.467
1.7295E9	1.467
1.7295E9	1.462
1.7295E9	1.458
1.7295E9	1.459
1.7295E9	1.46
1.7295E9	1.463
1.7295E9	1.463
1.7295E9	1.462
1.7295E9	1.467
1.7295E9	1.503
1.7295E9	1.514
1.7295E9	1.517
1.7295E9	1.51
1.7295E9	1.508
1.7295E9	1.506
1.7295E9	1.509
1.7295E9	1.509
1.7295E9	1.509
1.7295E9	1.511
1.7295E9	1.513
1.7295E9	1.512
1.7295E9	1.509
1.7295E9	1.51
1.7295E9	1.512
1.7295E9	1.513
1.7295E9	1.513
1.7295E9	1.534
1.7295E9	1.543
1.7295E9	1.532
1.7295E9	1.529
1.7295E9	1.529
1.7295E9	1.534
1.7295E9	1.553
1.7295E9	1.559
1.7295E9	1.564
1.7295E9	1.564
1.7295E9	1.575
1.7295E9	1.578
1.7295E9	1.585
1.7295E9	1.59
1.7295E9	1.595
1.7295E9	1.602
1.7295E9	1.599
1.7295E9	1.611
1.7295E9	1.617
1.7295E9	1.614
1.7295E9	1.606
1.7295E9	1.603
1.7295E9	1.601
1.7295E9	1.601
1.7295E9	1.602
1.7295E9	1.599
1.7295E9	1.599
1.7295E9	1.598
1.7295E9	1.601
1.7295E9	1.597
1.7295E9	1.6
1.7295E9	1.604
1.7295E9	1.606
1.7295E9	1.608
1.7295E9	1.606
1.7295E9	1.609
1.7295E9	1.612
1.7295E9	1.608
1.7295E9	1.62
1.7295E9	1.621
1.7295E9	1.62
1.7295E9	1.619
1.7295E9	1.635
1.7295E9	1.646
1.7295E9	1.643
1.7295E9	1.642
1.7295E9	1.634
1.7295E9	1.633
1.7295E9	1.64
1.7295E9	1.648
1.7295E9	1.645
1.7295E9	1.641
1.7295E9	1.64
1.7295E9	1.64
1.7295E9	1.639
1.7295E9	1.64
1.7295E9	1.638
1.7295E9	1.653
1.7295E9	1.654
1.7295E9	1.647
1.7295E9	1.651
1.7295E9	1.658
1.7295E9	1.66
1.7295E9	1.663
1.7295E9	1.662
1.7295E9	1.664
1.7295E9	1.664
1.7295E9	1.664
1.7295E9	1.665
1.7295E9	1.664
1.7295E9	1.665
1.7295E9	1.66
1.7295E9	1.666
1.7295E9	1.666
1.7295E9	1.669
1.7295E9	1.669
1.7295E9	1.673
1.7295E9	1.675
1.7295E9	1.677
1.7295E9	1.676
1.7295E9	1.675
1.7295E9	1.678
1.7295E9	1.68
1.7295E9	1.682
1.7295E9	1.68
1.7295E9	1.683
1.7295E9	1.683
1.7295E9	1.685
1.7295E9	1.697
1.7295E9	1.7
1.7295E9	1.702
1.7295E9	1.699
1.7295E9	1.699
1.7295E9	1.699
1.7295E9	1.699
1.7295E9	1.699
1.7295E9	1.7
1.7295E9	1.699
1.7295E9	1.704
1.7295E9	1.701
1.7295E9	1.701
1.7295E9	1.71
1.7295E9	1.714
1.7295E9	1.715
1.7295E9	1.713
1.7295E9	1.713
1.7295E9	1.712
1.7295E9	1.714
1.7295E9	1.715
1.7295E9	1.714
1.7295E9	1.714
1.7295E9	1.718
1.7295E9	1.73
1.7295E9	1.731
1.7295E9	1.728
1.7295E9	1.767
1.7295E9	1.784
1.7295E9	1.795
1.7295E9	1.793
1.7295E9	1.793
1.7295E9	1.794
1.7295E9	1.85
1.7295E9	1.859
1.7295E9	1.863
1.7295E9	1.864
1.7295E9	1.855
1.7295E9	1.845
1.7295E9	1.846
1.7295E9	1.84
1.7295E9	1.842
1.7295E9	1.843
1.7295E9	1.756
1.7295E9	1.75
1.7295E9	1.782
1.7295E9	1.781
1.7295E9	1.776
1.7295E9	1.792
1.7295E9	1.791
1.7295E9	1.822
1.7295E9	1.825
1.7295E9	1.824
1.7295E9	1.823
1.7295E9	1.821
1.7295E9	1.822
1.7295E9	1.823
1.7295E9	1.822
1.7295E9	1.822
1.7295E9	1.822
1.7295E9	1.829
1.7295E9	1.823
1.7295E9	1.823
1.7295E9	1.824
1.7295E9	1.822
1.7295E9	1.815
1.7295E9	1.822
1.7295E9	1.832
1.7295E9	1.85
1.7295E9	1.851
1.7295E9	1.85
1.7295E9	1.849
1.7295E9	1.848
1.7295E9	1.851
1.7295E9	1.846
1.7295E9	1.848
1.7295E9	1.85
1.7295E9	1.846
1.7295E9	1.85
1.7295E9	1.849
1.7295E9	1.851
1.7295E9	1.862
1.7295E9	1.855
1.7295E9	1.858
1.7295E9	1.855
1.7295E9	1.853
1.7295E9	1.856
1.7295E9	1.854
1.7295E9	1.855
1.7295E9	1.856
1.7295E9	1.855
1.7295E9	1.854
1.7295E9	1.856
1.7295E9	1.856
1.7295E9	1.857
1.7295E9	1.86
1.7295E9	1.862
1.7295E9	1.862
1.7295E9	1.863
1.7295E9	1.86
1.7295E9	1.86
1.7295E9	1.862
1.7295E9	1.859
1.7295E9	1.859
1.7295E9	1.857
1.7295E9	1.866
1.7295E9	1.855
1.7295E9	1.861
1.7295E9	1.871
1.7295E9	1.859
1.7295E9	1.862
1.7295E9	1.865
1.7295E9	1.865
1.7295E9	1.868
1.7295E9	1.867
1.7295E9	1.866
1.7295E9	1.867
1.7295E9	1.866
1.7295E9	1.869
1.7295E9	1.876
1.7295E9	1.873
